Season,Team1,Team1Name,Team2,Team2Name,pred,pred2,T1Seed,T2Seed,T1AvgOff_rating,T1AvgDef_rating,T2AvgOff_rating,T2AvgDef_rating,ID,T1Top_seeded_teamsPlayed,T1AvgSeedPlayed,T1AvgNet_rating,T1AvgFGperc,T1AvgeFGperc,T1AvgTrueShot,T1AvgPPP,T1AvgFGpercAllow,T1AvgeFGpercAllow,T1AvgTrueShotAllow,T1AvgPPPAllow,T1AvgRebperc,T1AvgOffRebperc,T1AvgRebpercAllow,T1Avg_OffRebpercAllow,T1AvgAstTO,T2Top_seeded_teamsPlayed,T2AvgSeedPlayed,T2AvgNet_rating,T2AvgFGperc,T2AvgeFGperc,T2AvgTrueShot,T2AvgPPP,T2AvgFGpercAllow,T2AvgeFGpercAllow,T2AvgTrueShotAllow,T2AvgPPPAllow,T2AvgRebperc,T2AvgOffRebperc,T2AvgRebpercAllow,T2Avg_OffRebpercAllow,T2AvgAstTO,team1_seed_str,team2_seed_str,seed_diff
2022,1403,Texas Tech,1463,Yale,0.9107653046406591,0.08923469535934092,3,14,104.45,87.02,100.03,97.13,2022_1403_1463,15,57.56,47.16,52.59,56.26,104.45,38.66,45.91,49.72,87.02,55.72,30.78,44.28,22.11,108.43,79.16,4,86.31,44.29,50.21,54.46,100.03,42.47,48.65,52.12,97.13,50.61,23.3,49.39,24.13,109.98,110.29,1,0,-11
2022,1403,Texas Tech,1411,TX Southern,0.9404744108115308,0.059525589188469175,3,16,104.45,87.02,98.01,92.49,2022_1403_1411,15,57.56,47.16,52.59,56.26,104.45,38.66,45.91,49.72,87.02,55.72,30.78,44.28,22.11,108.43,79.16,1,95.87,43.7,48.68,52.27,98.01,39.75,45.05,48.92,92.49,54.31,32.07,45.69,23.59,80.76,106.93,1,0,-13
2022,1403,Texas Tech,1460,Wright St,0.8997165632460049,0.10028343675399509,3,16,104.45,87.02,106.69,102.2,2022_1403_1460,15,57.56,47.16,52.59,56.26,104.45,38.66,45.91,49.72,87.02,55.72,30.78,44.28,22.11,108.43,79.16,2,93.48,46.92,52.29,56.48,106.69,45.62,51.45,54.44,102.2,51.49,28.52,48.51,26.84,132.89,94.08,1,0,-13
2022,1458,Wisconsin,1461,Wyoming,0.6539701999303451,0.3460298000696549,3,12,103.5,97.47,105.87,97,2022_1458_1461,18,45.71,42.77,48.42,52.78,103.5,43.88,49.36,52.37,97.47,50.25,23.27,49.75,21.2,137.24,117.92,8,76.12,45.76,52.67,56.71,105.87,41.61,47.55,50.99,97,52.31,23.12,47.69,21.85,114.39,117.43,1,0,-9
2022,1458,Wisconsin,1463,Yale,0.8248529184206526,0.17514708157934744,3,14,103.5,97.47,100.03,97.13,2022_1458_1463,18,45.71,42.77,48.42,52.78,103.5,43.88,49.36,52.37,97.47,50.25,23.27,49.75,21.2,137.24,117.92,4,86.31,44.29,50.21,54.46,100.03,42.47,48.65,52.12,97.13,50.61,23.3,49.39,24.13,109.98,110.29,1,0,-11
2022,1458,Wisconsin,1460,Wright St,0.8054391873804307,0.19456081261956926,3,16,103.5,97.47,106.69,102.2,2022_1458_1460,18,45.71,42.77,48.42,52.78,103.5,43.88,49.36,52.37,97.47,50.25,23.27,49.75,21.2,137.24,117.92,2,93.48,46.92,52.29,56.48,106.69,45.62,51.45,54.44,102.2,51.49,28.52,48.51,26.84,132.89,94.08,1,0,-13
2022,1116,Arkansas,1124,Baylor,0.2626959770650126,0.7373040229349874,4,1,104.11,93.13,108.97,92.11,2022_1116_1124,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,13,61.12,46.44,52.98,55.93,108.97,42.8,48.24,51.44,92.11,53.54,34.07,46.46,26.42,140.45,102.89,1,1,3
2022,1116,Arkansas,1211,Gonzaga,0.13403252967295098,0.865967470327049,4,1,104.11,93.13,117.64,87.38,2022_1116_1211,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,11,63.72,52.73,59.44,62.2,117.64,37.94,43.12,46.24,87.38,56.19,27.6,43.81,19.53,168.32,92.45,1,1,3
2022,1116,Arkansas,1242,Kansas,0.2739439502247415,0.7260560497752585,4,1,104.11,93.13,110.63,96.12,2022_1116_1242,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,14,60.62,48.17,54.18,57.83,110.63,42.08,47.34,50.86,96.12,53.68,31.88,46.32,25.82,145.73,112.17,1,1,3
2022,1116,Arkansas,1120,Auburn,0.3604041203438044,0.6395958796561956,4,2,104.11,93.13,105.58,90.71,2022_1116_1120,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,10,70.03,44.32,50.72,54.63,105.58,38.67,44.37,49.31,90.71,53.11,28.06,46.89,24.89,142.13,83.05,1,1,2
2022,1116,Arkansas,1181,Duke,0.4124086017955235,0.5875913982044765,4,2,104.11,93.13,115.37,96.41,2022_1116_1181,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,10,72.21,48.93,55.7,58.79,115.37,41.83,47.15,49.34,96.41,53.7,29.69,46.3,24.85,193.63,156.25,1,1,2
2022,1116,Arkansas,1246,Kentucky,0.2294073924447314,0.7705926075552686,4,2,104.11,93.13,112.9,94.17,2022_1116_1246,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,13,61.85,48.53,53.41,56.68,112.9,41.53,47.07,50.44,94.17,57.41,35.09,42.59,21.21,159.72,106.49,1,1,2
2022,1116,Arkansas,1437,Villanova,0.17916714358635188,0.8208328564136481,4,2,104.11,93.13,111.79,95.34,2022_1116_1437,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,16,53.88,44.12,52.46,57.25,111.79,40.84,47.54,51.18,95.34,52.45,27.32,47.55,23.7,153.54,102.87,1,1,2
2022,1116,Arkansas,1345,Purdue,0.2106289274078912,0.7893710725921088,4,3,104.11,93.13,116.34,100.92,2022_1116_1345,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,19,47.91,49.33,56.96,60.08,116.34,42.89,49.75,52.48,100.92,57.71,33.4,42.29,20.11,159.29,174.68,1,1,1
2022,1116,Arkansas,1397,Tennessee,0.23929648759991462,0.7607035124000854,4,3,104.11,93.13,104.82,89.04,2022_1116_1397,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,14,58.64,42.98,50.28,53.94,104.82,40.25,46.49,50.45,89.04,52.92,30.56,47.08,24.02,152.72,80.03,1,1,1
2022,1116,Arkansas,1403,Texas Tech,0.22001269442634752,0.7799873055736525,4,3,104.11,93.13,104.45,87.02,2022_1116_1403,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,15,57.56,47.16,52.59,56.26,104.45,38.66,45.91,49.72,87.02,55.72,30.78,44.28,22.11,108.43,79.16,1,1,1
2022,1116,Arkansas,1458,Wisconsin,0.25905630647081646,0.7409436935291835,4,3,104.11,93.13,103.5,97.47,2022_1116_1458,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,18,45.71,42.77,48.42,52.78,103.5,43.88,49.36,52.37,97.47,50.25,23.27,49.75,21.2,137.24,117.92,1,1,1
2022,1116,Arkansas,1228,Illinois,0.195143424336106,0.804856575663894,4,4,104.11,93.13,109.66,96.37,2022_1116_1228,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,17,48.87,45.42,53.31,56.61,109.66,41.64,46.42,50.19,96.37,54.35,31.03,45.65,22.69,151.82,119.07,1,1,0
2022,1116,Arkansas,1344,Providence,0.43365680704707166,0.5663431929529283,4,4,104.11,93.13,105.25,97.23,2022_1116_1344,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,12,62.3,44.07,50.64,55.22,105.25,41.13,46.79,50.34,97.23,52.65,28.18,47.35,23.63,135.03,130.58,1,1,0
2022,1116,Arkansas,1417,UCLA,0.3667469102388138,0.6332530897611862,4,4,104.11,93.13,110.03,93.22,2022_1116_1417,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,9,72.28,45.33,50.9,54.86,110.03,41.88,48.01,51.86,93.22,53.04,29.23,46.96,20.67,200.26,100.74,1,1,0
2022,1116,Arkansas,1163,Connecticut,0.2983020904246574,0.7016979095753426,4,5,104.11,93.13,107.62,93.8,2022_1116_1163,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,13,61.25,43.63,49.67,53.75,107.62,40.28,45.9,49.7,93.8,56.11,35.61,43.89,23.8,136.48,105.46,1,1,-1
2022,1116,Arkansas,1222,Houston,0.3584002429767822,0.6415997570232178,4,5,104.11,93.13,113.5,87.05,2022_1116_1222,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,6,83.06,46.9,53.6,56.17,113.5,37.38,43.59,48.48,87.05,57.11,37.95,42.89,22.25,169.75,92.95,1,1,-1
2022,1116,Arkansas,1234,Iowa,0.22123584390784679,0.7787641560921532,4,5,104.11,93.13,116.28,100.4,2022_1116_1234,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,16,57.37,46.36,53.54,57.29,116.28,44,50.09,53.05,100.4,51.29,30.72,48.71,27.21,195.21,130.73,1,1,-1
2022,1116,Arkansas,1388,St Mary's CA,0.34102563098748995,0.65897436901251,4,5,104.11,93.13,105.01,92.36,2022_1116_1388,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,11,66.48,46.38,52.77,55.88,105.01,43.44,48.39,51.58,92.36,53.34,22.94,46.66,18.81,141.99,79.16,1,1,-1
2022,1116,Arkansas,1161,Colorado St,0.43452779505193406,0.5654722049480659,4,6,104.11,93.13,110.29,98.91,2022_1116_1161,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,9,70.97,47.91,54.78,58.82,110.29,42.92,50.19,53.12,98.91,49.82,20.82,50.18,22.59,189.3,119.77,1,1,-2
2022,1116,Arkansas,1261,LSU,0.37402193835830555,0.6259780616416944,4,6,104.11,93.13,101.34,89.36,2022_1116_1261,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,11,67.36,44.11,49.64,53.98,101.34,39.05,45.48,50.12,89.36,51.51,31.24,48.49,29.08,97.34,72.25,1,1,-2
2022,1116,Arkansas,1400,Texas,0.23957609067923835,0.7604239093207616,4,6,104.11,93.13,104.89,91.09,2022_1116_1400,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,14,57.91,44.67,50.66,54.77,104.89,41.2,46.55,50.38,91.09,51.81,29.41,48.19,27.33,129.05,76.81,1,1,-2
2022,1116,Arkansas,1277,Michigan St,0.41392383915593767,0.5860761608440623,4,7,104.11,93.13,104.03,99.13,2022_1116_1277,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,17,52.35,45.74,52.09,56.01,104.03,41.93,47.89,51.46,99.13,53.15,27.49,46.85,23.58,139.44,158.09,1,1,-3
2022,1116,Arkansas,1293,Murray St,0.5042387321413186,0.49576126785868135,4,7,104.11,93.13,110.94,91.32,2022_1116_1293,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,3,89.59,46.45,53.04,56.19,110.94,41.79,47.87,50.71,91.32,55.56,33.39,44.44,22.79,144.42,82.51,1,1,-3
2022,1116,Arkansas,1326,Ohio St,0.33509451178220884,0.6649054882177912,4,7,104.11,93.13,111.44,101.49,2022_1116_1326,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,14,56.3,47.52,54.94,58.95,111.44,41.94,47.95,51.93,101.49,52.57,26.16,47.43,24.43,131.57,154.89,1,1,-3
2022,1116,Arkansas,1425,USC,0.7552415309421772,0.24475846905782284,4,7,104.11,93.13,104.42,95.52,2022_1116_1425,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,6,81.67,45.4,51.14,54.14,104.42,39.14,44.97,48.64,95.52,54.33,30.48,45.67,23.52,135.46,177.04,1,1,-3
2022,1116,Arkansas,1129,Boise St,0.5286937431272074,0.4713062568727926,4,8,104.11,93.13,103.3,93.09,2022_1116_1129,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,8,77.18,44.8,51.44,54.52,103.3,43.05,48.49,51.74,93.09,54,28.97,46,20.7,109.8,88.09,1,1,-4
2022,1116,Arkansas,1314,North Carolina,0.5138769798643626,0.48612302013563735,4,8,104.11,93.13,108.15,99.35,2022_1116_1314,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,11,68.33,45.45,52.22,56.32,108.15,43.46,49.9,52.68,99.35,55.53,27.53,44.47,17.34,147.93,148.51,1,1,-4
2022,1116,Arkansas,1361,San Diego St,0.44665827462886865,0.5533417253711314,4,8,104.11,93.13,97.57,87.28,2022_1116_1361,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,11,66.84,43.55,49.1,52.7,97.57,38.21,44.01,47.95,87.28,51.94,26.25,48.06,23.35,103.1,83.5,1,1,-4
2022,1116,Arkansas,1371,Seton Hall,0.31684381531218253,0.6831561846878175,4,8,104.11,93.13,101.86,95.63,2022_1116_1371,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,15,53.1,41.62,47.61,52.17,101.86,40.38,45.74,50.24,95.63,52.3,30.03,47.7,25.6,91.24,103.35,1,1,-4
2022,1116,Arkansas,1166,Creighton,0.4956638946792743,0.5043361053207257,4,9,104.11,93.13,99.14,94.81,2022_1116_1166,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,14,59.55,44.91,50.72,54.01,99.14,39.61,44.98,48.1,94.81,52.44,26.28,47.56,24.6,103.64,130.05,1,0,-5
2022,1116,Arkansas,1266,Marquette,0.4053869579270023,0.5946130420729977,4,9,104.11,93.13,102.02,97.21,2022_1116_1266,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,14,56.74,45.3,52.61,56.09,102.02,41.26,46.91,50.62,97.21,46.79,18.82,53.21,29.15,146.41,120.55,1,0,-5
2022,1116,Arkansas,1272,Memphis,0.557818427682502,0.442181572317498,4,9,104.11,93.13,104.28,94.49,2022_1116_1272,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,7,78.26,47.03,52.57,56.4,104.28,40,46.96,51.18,94.49,54.37,36.33,45.63,27.07,111.53,100.37,1,0,-5
2022,1116,Arkansas,1395,TCU,0.49307531388854,0.50692468611146,4,9,104.11,93.13,100.25,96.47,2022_1116_1395,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,13,60.56,44.15,49,52.25,100.25,42.52,48,51.4,96.47,55.47,35,44.53,24.29,111.7,125.07,1,0,-5
2022,1116,Arkansas,1172,Davidson,0.5648228807935917,0.43517711920640834,4,10,104.11,93.13,112.43,99.24,2022_1116_1172,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,6,82.53,47.77,55.69,59.67,112.43,42.02,49.41,53.23,99.24,51.93,22.26,48.07,20.48,179.55,131.61,1,0,-6
2022,1116,Arkansas,1260,Loyola-Chicago,0.5403853295809913,0.4596146704190087,4,10,104.11,93.13,109.25,92.08,2022_1116_1260,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,3,90.03,48.18,56.33,59.48,109.25,40.95,46.97,50.85,92.08,53.16,23.39,46.84,20.69,141.36,79.26,1,0,-6
2022,1116,Arkansas,1274,Miami FL,0.6167480891159838,0.3832519108840162,4,10,104.11,93.13,108.96,103.76,2022_1116_1274,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,7,79.55,47.97,54.3,57.69,108.96,46.9,53.91,56.3,103.76,46.09,20.47,53.91,28.16,166.3,122.11,1,0,-6
2022,1116,Arkansas,1362,San Francisco,0.4576822300710446,0.5423177699289554,4,10,104.11,93.13,106.48,93.46,2022_1116_1362,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,8,75.66,45.53,53.28,56.01,106.48,42.4,46.83,51.08,93.46,53.52,28.3,46.48,21.04,116.8,91.73,1,0,-6
2022,1116,Arkansas,1235,Iowa St,0.39734609686865796,0.602653903131342,4,11,104.11,93.13,96.96,92.89,2022_1116_1235,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,14,57.75,43.9,49.97,52.97,96.96,42.97,48.58,53,92.89,48.85,24.43,51.15,26.32,124.89,82.49,1,0,-7
2022,1116,Arkansas,1276,Michigan,0.22224979662890643,0.7777502033710936,4,11,104.11,93.13,106.99,102.61,2022_1116_1276,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,19,42.39,47.07,52.61,56.21,106.99,44.99,50.69,53.99,102.61,53.89,28.13,46.11,21.2,139.96,124.78,1,0,-7
2022,1116,Arkansas,1323,Notre Dame,0.4873321294460614,0.5126678705539386,4,11,104.11,93.13,107.99,99.18,2022_1116_1323,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,10,69.68,46.16,54.47,57.92,107.99,43.84,49.54,52.06,99.18,50.46,19.16,49.54,21.37,173.15,128.64,1,0,-7
2022,1116,Arkansas,1353,Rutgers,0.41569928062590666,0.5843007193740933,4,11,104.11,93.13,101.87,98.19,2022_1116_1353,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,14,57.06,44.52,49.92,53.06,101.87,41.62,48.57,52.36,98.19,51.3,27.91,48.7,23.68,150.23,118.42,1,0,-7
2022,1116,Arkansas,1439,Virginia Tech,0.46157002928984225,0.5384299707101577,4,11,104.11,93.13,109.9,97.02,2022_1116_1439,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,10,72.97,47.25,55.52,58.2,109.9,43.07,49.02,52.45,97.02,52,25.8,48,22.62,157.01,124.1,1,0,-7
2022,1116,Arkansas,1231,Indiana,0.35850832634762375,0.6414916736523762,4,12,104.11,93.13,102.26,95.01,2022_1116_1231,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,15,56.88,46.08,51.53,55.02,102.26,39.34,45.99,50.68,95.01,51.85,24.53,48.15,21.7,148.3,109.39,1,0,-8
2022,1116,Arkansas,1308,New Mexico St,0.7649174371765275,0.2350825628234725,4,12,104.11,93.13,104.88,94.57,2022_1116_1308,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,95.93,45.43,52.28,55.87,104.88,39.28,45.79,49.91,94.57,55.66,32.78,44.34,22.41,113.07,112.61,1,0,-8
2022,1116,Arkansas,1350,Richmond,0.7711658223581074,0.22883417764189262,4,12,104.11,93.13,105.03,100.24,2022_1116_1350,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,3,91.54,44.73,51.88,55.61,105.03,44.47,50.59,53.48,100.24,47.69,20.03,52.31,25.98,166,117.85,1,0,-8
2022,1116,Arkansas,1412,UAB,0.6313292600479445,0.36867073995205546,4,12,104.11,93.13,109.89,93.89,2022_1116_1412,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,96.22,46.52,52.81,56.42,109.89,42.23,48.35,52.1,93.89,54.12,30.3,45.88,23.44,130.07,84.63,1,0,-8
2022,1116,Arkansas,1461,Wyoming,0.5620979007279918,0.4379020992720082,4,12,104.11,93.13,105.87,97,2022_1116_1461,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,8,76.12,45.76,52.67,56.71,105.87,41.61,47.55,50.99,97,52.31,23.12,47.69,21.85,114.39,117.43,1,0,-8
2022,1116,Arkansas,1151,Chattanooga,0.7047496790892062,0.29525032091079384,4,13,104.11,93.13,109.32,98.08,2022_1116_1151,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,96.12,46.14,52.86,56.56,109.32,43.61,49.83,52.94,98.08,53.99,28.13,46.01,22.75,129.69,100.48,1,0,-9
2022,1116,Arkansas,1355,S Dakota St,0.6075553756557072,0.39244462434429284,4,13,104.11,93.13,117.56,102.73,2022_1116_1355,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,2,93.44,52.62,60.35,63.9,117.56,44.38,51.68,54.4,102.73,52.82,21.23,47.18,20.87,151.62,121.32,1,0,-9
2022,1116,Arkansas,1436,Vermont,0.5171053157984618,0.48289468420153825,4,13,104.11,93.13,113.13,92.28,2022_1116_1436,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,3,90.72,49.47,57.39,60.37,113.13,41.32,47.87,50.59,92.28,54.32,20.77,45.68,16.71,172.77,97.56,1,0,-9
2022,1116,Arkansas,1159,Colgate,0.775431083873909,0.22456891612609098,4,14,104.11,93.13,110.11,98.08,2022_1116_1159,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,96.39,47.58,56.05,58.51,110.11,42.92,48.89,51.49,98.08,52.42,24.39,47.58,21.96,168,146.3,1,0,-10
2022,1116,Arkansas,1255,Longwood,0.716014878132987,0.28398512186701297,4,14,104.11,93.13,107.84,97.29,2022_1116_1255,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,95.64,44.85,52.15,56.37,107.84,43.89,50.61,53.96,97.29,53.77,30.36,46.23,22.07,135.16,99.02,1,0,-10
2022,1116,Arkansas,1286,Montana St,0.6897019636282622,0.3102980363717378,4,14,104.11,93.13,107.32,97.06,2022_1116_1286,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,96.31,47.71,54.39,59.12,107.32,42.56,48.47,53.65,97.06,53.4,24.27,46.6,20.22,103.64,78.96,1,0,-10
2022,1116,Arkansas,1463,Yale,0.761827106860079,0.23817289313992096,4,14,104.11,93.13,100.03,97.13,2022_1116_1463,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,4,86.31,44.29,50.21,54.46,100.03,42.47,48.65,52.12,97.13,50.61,23.3,49.39,24.13,109.98,110.29,1,0,-10
2022,1116,Arkansas,1168,CS Fullerton,0.7948326526570278,0.20516734734297215,4,15,104.11,93.13,102.62,98.37,2022_1116_1168,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,2,92.86,44.35,49.45,54.58,102.62,44.23,51.08,53.92,98.37,50.46,27.15,49.54,25.34,101.16,112.06,1,0,-11
2022,1116,Arkansas,1174,Delaware,0.7743266155594077,0.22567338444059226,4,15,104.11,93.13,106.47,101.48,2022_1116_1174,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,96.3,47.18,53.9,57.86,106.47,43.14,49.39,53.57,101.48,48.79,25.11,51.21,27.48,114.61,102.72,1,0,-11
2022,1116,Arkansas,1240,Jacksonville St,0.8013747337034691,0.19862526629653088,4,15,104.11,93.13,105.91,98.64,2022_1116_1240,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,95.79,46.27,54.56,57.36,105.91,40.8,48.09,51.52,98.64,52.97,27.03,47.03,23.69,135.27,129.98,1,0,-11
2022,1116,Arkansas,1389,St Peter's,0.7975128804484469,0.20248711955155307,4,15,104.11,93.13,97.28,90.82,2022_1116_1389,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,95.72,42.64,47.96,52.2,97.28,39.08,44.47,50.32,90.82,52.66,28.86,47.34,23.77,97.68,83.07,1,0,-11
2022,1116,Arkansas,1136,Bryant,0.8637309666294182,0.13626903337058183,4,16,104.11,93.13,103.27,98.75,2022_1116_1136,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,95.87,43.16,49.88,54,103.27,42.01,47.44,50.19,98.75,51.89,29.78,48.11,27.83,110.88,154.83,1,0,-12
2022,1116,Arkansas,1209,Georgia St,0.8411536362606058,0.1588463637393942,4,16,104.11,93.13,97.83,96.77,2022_1116_1209,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,95.52,39.12,45.16,49.56,97.83,42.68,49.87,53.61,96.77,50.2,29.45,49.8,26.28,127.45,97.36,1,0,-12
2022,1116,Arkansas,1313,Norfolk St,0.8069844651401057,0.1930155348598943,4,16,104.11,93.13,102.39,91.91,2022_1116_1313,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,0,99,45.57,51.75,55.76,102.39,38.75,45.36,48.95,91.91,53.5,28.55,46.5,23.74,95.4,111.73,1,0,-12
2022,1116,Arkansas,1394,TAM C. Christi,0.8019421533939042,0.19805784660609582,4,16,104.11,93.13,100.83,97.83,2022_1116_1394,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,96.07,42.61,47.61,53.06,100.83,42.59,49.47,55.1,97.83,51.85,32.37,48.15,27.65,102.86,87.15,1,0,-12
2022,1116,Arkansas,1411,TX Southern,0.8319744415180486,0.16802555848195144,4,16,104.11,93.13,98.01,92.49,2022_1116_1411,8,76.03,43.93,49.18,54.56,104.11,41.14,47.64,52.01,93.13,53,28.4,47,21.75,131.76,95.84,1,95.87,43.7,48.68,52.27,98.01,39.75,45.05,48.92,92.49,54.31,32.07,45.69,23.59,80.76,106.93,1,0,-12
